date,Inflation,Labour,Financial,Monetary,Real,country,RECESSION
2019-03-01,50.0,75.41666666666667,91.25,80.83333333333333,77.5,DEU,0
2019-03-01,61.25000000000001,31.25,55.833333333333336,83.33333333333334,64.16666666666667,FRA,0
2019-03-01,63.74999999999999,85.0,85.41666666666666,64.74358974358975,76.25,JPN,0
2019-03-01,,67.5,94.16666666666667,99.16666666666667,69.58333333333333,CAN,0
2019-04-01,,67.08333333333333,93.75,97.5,71.25,CAN,0
2019-04-01,54.166666666666664,67.5,86.25,87.5,56.25,USA,0
2019-04-01,,66.66666666666666,29.166666666666668,57.49999999999999,92.5,AUS,0
2019-04-01,40.416666666666664,50.416666666666664,89.16666666666667,90.41666666666667,59.583333333333336,GBR,0
2019-04-01,77.5,82.91666666666667,87.91666666666667,50.955414012738856,78.33333333333333,JPN,0
2019-04-01,66.66666666666666,49.583333333333336,92.08333333333333,76.66666666666667,36.25,DEU,0
2019-04-01,62.083333333333336,16.666666666666664,50.83333333333333,83.75,41.66666666666667,FRA,0
2019-05-01,45.0,45.0,93.33333333333333,82.91666666666667,30.416666666666664,DEU,0
2019-05-01,,52.916666666666664,94.16666666666667,97.08333333333333,64.16666666666667,CAN,0
2019-05-01,,69.58333333333333,19.583333333333332,57.49999999999999,90.0,AUS,0
2019-05-01,51.66666666666667,67.91666666666667,86.66666666666667,87.5,60.83333333333333,USA,0
2019-05-01,55.833333333333336,10.0,49.583333333333336,85.0,8.75,FRA,0
2019-05-01,75.0,90.0,90.0,64.55696202531645,90.0,JPN,0
2019-05-01,38.333333333333336,47.91666666666667,87.91666666666667,92.5,42.5,GBR,0
2019-06-01,51.24999999999999,67.08333333333333,87.08333333333333,86.66666666666667,64.16666666666667,USA,0
2019-06-01,,57.91666666666667,95.41666666666667,99.16666666666667,67.91666666666667,CAN,0
2019-06-01,57.49999999999999,60.83333333333333,50.416666666666664,86.66666666666667,92.5,FRA,0
2019-06-01,74.16666666666667,86.66666666666667,92.5,70.44025157232704,83.75,JPN,0
2019-06-01,49.166666666666664,80.41666666666667,94.58333333333333,84.16666666666667,85.0,DEU,0
2019-06-01,37.5,68.75,87.5,94.16666666666667,78.75,GBR,0
2019-06-01,,90.41666666666667,16.666666666666664,47.083333333333336,97.5,AUS,0
2019-07-01,,62.5,95.41666666666667,93.75,64.16666666666667,CAN,0
2019-07-01,55.00000000000001,25.416666666666664,50.0,88.33333333333333,44.583333333333336,FRA,0
2019-07-01,63.33333333333333,88.33333333333333,93.75,66.875,90.41666666666667,JPN,0
2019-07-01,51.24999999999999,37.5,95.83333333333334,83.33333333333334,17.083333333333332,DEU,0
2019-07-01,40.416666666666664,46.666666666666664,87.08333333333333,92.5,39.166666666666664,GBR,0
2019-07-01,,91.66666666666666,18.75,32.5,97.91666666666666,AUS,0
2019-07-01,51.66666666666667,68.75,87.5,82.91666666666667,55.41666666666667,USA,0
2019-08-01,45.0,63.33333333333333,93.33333333333333,86.25,52.083333333333336,DEU,0
2019-08-01,52.083333333333336,72.5,87.91666666666667,81.25,73.75,USA,0
2019-08-01,54.58333333333333,45.0,48.75,89.16666666666667,85.0,FRA,0
2019-08-01,55.41666666666667,89.58333333333334,95.83333333333334,61.49068322981367,91.25,JPN,0
2019-08-01,,58.75,95.83333333333334,95.0,64.16666666666667,CAN,0
2019-08-01,,80.83333333333333,25.416666666666664,38.333333333333336,85.0,AUS,0
2019-08-01,32.083333333333336,78.33333333333333,86.66666666666667,95.83333333333334,90.83333333333333,GBR,0
2019-09-01,53.333333333333336,25.0,46.666666666666664,88.33333333333333,57.91666666666667,FRA,0
2019-09-01,,71.66666666666667,95.41666666666667,90.41666666666667,73.75,CAN,0
2019-09-01,39.58333333333333,85.41666666666666,91.25,85.41666666666666,82.91666666666667,DEU,0
2019-09-01,52.083333333333336,90.41666666666667,95.83333333333334,69.75308641975309,67.08333333333333,JPN,0
2019-09-01,,90.41666666666667,38.333333333333336,32.5,89.58333333333334,AUS,0
2019-09-01,54.166666666666664,72.08333333333333,86.66666666666667,76.25,69.58333333333333,USA,0
2019-09-01,34.583333333333336,45.416666666666664,86.25,94.58333333333333,44.166666666666664,GBR,0
2019-10-01,35.41666666666667,82.08333333333333,87.08333333333333,83.75,76.25,DEU,0
2019-10-01,30.416666666666664,44.166666666666664,83.33333333333334,94.16666666666667,30.0,GBR,0
2019-10-01,53.75,75.41666666666667,82.91666666666667,65.0,75.41666666666667,USA,0
2019-10-01,,92.5,46.666666666666664,21.25,86.66666666666667,AUS,0
2019-10-01,51.66666666666667,94.58333333333333,96.25,62.57668711656442,95.41666666666667,JPN,0
2019-10-01,,88.33333333333333,92.91666666666667,81.25,87.5,CAN,0
2019-10-01,52.5,30.833333333333336,42.5,85.0,62.5,FRA,0
2019-11-01,,93.33333333333333,89.16666666666667,76.66666666666667,89.16666666666667,CAN,0
2019-11-01,56.666666666666664,34.583333333333336,39.166666666666664,81.66666666666667,63.33333333333333,FRA,0
2019-11-01,,61.25000000000001,53.333333333333336,18.333333333333332,58.333333333333336,AUS,0
2019-11-01,37.083333333333336,62.5,79.16666666666666,80.41666666666667,17.5,DEU,0
2019-11-01,63.33333333333333,93.33333333333333,96.66666666666667,57.3170731707317,95.83333333333334,JPN,0
2019-11-01,30.416666666666664,37.083333333333336,80.41666666666667,88.33333333333333,25.0,GBR,0
2019-11-01,58.333333333333336,78.75,79.16666666666666,38.333333333333336,78.75,USA,0
2019-12-01,32.083333333333336,11.25,65.41666666666667,85.0,0.0,GBR,0
2019-12-01,,86.66666666666667,82.08333333333333,75.41666666666667,81.25,CAN,0
2019-12-01,86.66666666666667,89.58333333333334,97.08333333333333,32.72727272727273,93.75,JPN,0
2019-12-01,64.16666666666667,63.74999999999999,42.083333333333336,78.33333333333333,94.58333333333333,FRA,0
2019-12-01,,16.666666666666664,59.166666666666664,12.916666666666668,6.25,AUS,0
2019-12-01,62.916666666666664,69.16666666666667,74.16666666666667,22.916666666666664,52.083333333333336,USA,0
2019-12-01,53.333333333333336,84.58333333333333,73.75,76.66666666666667,52.5,DEU,0
2020-01-01,73.33333333333333,70.0,72.91666666666666,19.583333333333332,60.83333333333333,USA,0
2020-01-01,,76.66666666666667,71.66666666666667,78.75,73.75,CAN,0
2020-01-01,62.5,99.58333333333333,74.16666666666667,74.58333333333333,90.41666666666667,DEU,0
2020-01-01,,90.41666666666667,60.0,12.916666666666668,85.41666666666666,AUS,0
2020-01-01,89.16666666666667,93.75,97.5,37.95180722891566,93.33333333333333,JPN,1
2020-01-01,45.0,31.666666666666664,38.333333333333336,76.25,6.25,GBR,0
2020-01-01,67.91666666666667,42.916666666666664,47.083333333333336,77.91666666666667,84.16666666666667,FRA,0
2020-02-01,42.916666666666664,36.666666666666664,14.583333333333334,81.25,0.8333333333333334,GBR,1
2020-02-01,66.66666666666666,12.5,50.83333333333333,80.83333333333333,67.08333333333333,FRA,1
2020-02-01,,70.41666666666667,53.333333333333336,80.83333333333333,47.91666666666667,CAN,1
2020-02-01,58.333333333333336,100.0,81.25,78.33333333333333,85.83333333333333,DEU,1
2020-02-01,82.91666666666667,95.41666666666667,98.33333333333333,61.67664670658682,95.41666666666667,JPN,1
2020-02-01,73.75,70.0,77.91666666666667,24.583333333333332,44.166666666666664,USA,1
2020-02-01,,72.5,55.833333333333336,26.25,62.916666666666664,AUS,1
2020-03-01,69.16666666666667,97.5,100.0,25.0,99.58333333333333,USA,1
2020-03-01,59.583333333333336,100.0,100.0,79.16666666666666,99.58333333333333,DEU,1
2020-03-01,70.0,95.0,100.0,32.142857142857146,93.75,JPN,1
2020-03-01,60.0,94.58333333333333,100.0,77.5,100.0,FRA,1
2020-03-01,37.916666666666664,94.16666666666667,100.0,67.91666666666667,97.5,GBR,1
2020-03-01,,100.0,99.16666666666667,10.416666666666668,99.16666666666667,CAN,1
2020-03-01,,79.16666666666666,100.0,11.25,77.5,AUS,1
2020-04-01,51.66666666666667,97.5,100.0,20.710059171597635,97.5,JPN,1
2020-04-01,29.166666666666668,100.0,100.0,89.16666666666667,100.0,DEU,1
2020-04-01,24.583333333333332,100.0,100.0,87.08333333333333,100.0,GBR,1
2020-04-01,61.25000000000001,100.0,100.0,35.41666666666667,100.0,USA,1
2020-04-01,53.75,99.16666666666667,100.0,86.66666666666667,100.0,FRA,1
2020-04-01,,100.0,100.0,2.083333333333333,100.0,CAN,1
2020-04-01,,99.16666666666667,100.0,5.0,97.5,AUS,1
2020-05-01,54.166666666666664,100.0,100.0,18.235294117647058,98.75,JPN,1
2020-05-01,29.166666666666668,99.58333333333333,99.58333333333333,89.16666666666667,99.58333333333333,DEU,1
2020-05-01,,100.0,99.58333333333333,5.0,99.16666666666667,AUS,1
2020-05-01,20.416666666666668,97.91666666666666,99.58333333333333,60.0,99.58333333333333,GBR,1
2020-05-01,55.833333333333336,91.25,99.16666666666667,86.66666666666667,99.58333333333333,FRA,1
2020-05-01,60.0,99.58333333333333,99.58333333333333,2.9166666666666665,99.58333333333333,USA,0
2020-05-01,,99.58333333333333,97.91666666666666,5.833333333333333,99.58333333333333,CAN,1
2020-06-01,,99.58333333333333,97.5,7.5,93.75,AUS,1
2020-06-01,50.416666666666664,52.916666666666664,31.25,80.41666666666667,94.58333333333333,FRA,1
2020-06-01,55.41666666666667,99.58333333333333,97.08333333333333,15.204678362573098,96.66666666666667,JPN,0
2020-06-01,65.41666666666667,85.41666666666666,96.25,4.583333333333333,1.6666666666666667,USA,0
2020-06-01,,98.75,30.833333333333336,7.083333333333333,96.66666666666667,CAN,0
2020-06-01,23.75,89.58333333333334,91.25,42.5,84.58333333333333,GBR,1
2020-06-01,26.25,99.16666666666667,66.66666666666666,83.75,97.91666666666666,DEU,1
2020-07-01,64.58333333333334,93.75,0.0,77.08333333333334,93.75,FRA,1
2020-07-01,70.0,97.91666666666666,91.66666666666666,9.30232558139535,95.41666666666667,JPN,0
2020-07-01,,96.66666666666667,74.58333333333333,9.166666666666666,17.916666666666668,AUS,0
2020-07-01,27.916666666666668,81.25,0.0,36.666666666666664,40.0,GBR,1
2020-07-01,,95.41666666666667,0.0,8.75,90.83333333333333,CAN,0
2020-07-01,67.08333333333333,82.08333333333333,0.0,7.916666666666666,0.8333333333333334,USA,0
2020-07-01,10.0,98.33333333333333,0.0,85.0,81.66666666666667,DEU,0
2020-08-01,,97.08333333333333,3.3333333333333335,11.25,86.25,AUS,0
2020-08-01,,94.58333333333333,0.4166666666666667,9.583333333333334,90.83333333333333,CAN,0
2020-08-01,10.416666666666668,98.33333333333333,0.4166666666666667,84.16666666666667,95.0,DEU,0
2020-08-01,69.58333333333333,78.75,0.4166666666666667,10.833333333333334,3.75,USA,0
2020-08-01,19.166666666666668,90.0,2.5,39.58333333333333,50.416666666666664,GBR,0
2020-08-01,49.583333333333336,94.58333333333333,10.833333333333334,78.75,90.41666666666667,FRA,1
2020-08-01,72.91666666666666,96.66666666666667,21.25,15.606936416184972,94.16666666666667,JPN,0
2020-09-01,9.583333333333334,97.5,18.75,84.58333333333333,78.75,DEU,0
2020-09-01,,92.91666666666667,2.9166666666666665,10.416666666666668,88.33333333333333,CAN,0
2020-09-01,26.25,82.5,20.0,36.25,10.416666666666668,GBR,0
2020-09-01,,94.16666666666667,4.583333333333333,11.25,40.833333333333336,AUS,0
2020-09-01,49.166666666666664,94.58333333333333,6.25,24.71264367816092,92.5,JPN,0
2020-09-01,47.083333333333336,94.16666666666667,75.41666666666667,79.58333333333333,86.25,FRA,0
2020-09-01,70.41666666666667,64.58333333333334,9.583333333333334,12.083333333333334,0.0,USA,0
2020-10-01,,85.41666666666666,0.0,14.583333333333334,2.5,AUS,0
2020-10-01,29.583333333333332,85.83333333333333,80.41666666666667,33.33333333333333,23.333333333333332,GBR,0
2020-10-01,68.33333333333333,60.83333333333333,24.583333333333332,14.166666666666666,0.4166666666666667,USA,0
2020-10-01,15.0,92.91666666666667,16.666666666666664,31.428571428571427,82.08333333333333,JPN,0
2020-10-01,10.416666666666668,97.08333333333333,34.583333333333336,84.58333333333333,70.83333333333334,DEU,0
2020-10-01,,91.25,7.5,9.583333333333334,83.75,CAN,0
2020-10-01,45.416666666666664,87.5,65.83333333333333,80.83333333333333,89.16666666666667,FRA,0
2020-11-01,48.75,82.91666666666667,63.33333333333333,77.91666666666667,92.08333333333333,FRA,0
2020-11-01,17.916666666666668,92.5,9.583333333333334,26.704545454545453,82.91666666666667,JPN,0
2020-11-01,27.083333333333332,86.66666666666667,80.83333333333333,34.583333333333336,20.0,GBR,0
2020-11-01,,79.58333333333333,0.0,11.25,2.083333333333333,AUS,0
2020-11-01,,82.08333333333333,5.0,8.75,58.333333333333336,CAN,0
2020-11-01,15.833333333333332,97.08333333333333,33.33333333333333,79.16666666666666,82.08333333333333,DEU,0
2020-11-01,66.25,63.33333333333333,23.75,17.5,1.25,USA,0
2020-12-01,12.5,78.75,27.916666666666668,78.75,8.333333333333332,DEU,0
2020-12-01,43.75,50.416666666666664,63.74999999999999,77.08333333333334,65.41666666666667,FRA,0
2020-12-01,,87.08333333333333,0.4166666666666667,10.416666666666668,66.66666666666666,CAN,0
2020-12-01,67.08333333333333,55.41666666666667,13.333333333333334,18.333333333333332,0.4166666666666667,USA,0
2020-12-01,29.166666666666668,74.16666666666667,54.166666666666664,33.75,10.833333333333334,GBR,0
2020-12-01,,88.33333333333333,0.0,9.166666666666666,16.666666666666664,AUS,0
2020-12-01,21.666666666666668,92.08333333333333,6.666666666666667,24.858757062146893,53.75,JPN,0
2021-01-01,66.25,9.166666666666666,10.0,17.916666666666668,0.0,USA,0
2021-01-01,,86.25,0.0,7.5,54.58333333333333,CAN,0
2021-01-01,,8.75,0.4166666666666667,8.75,0.4166666666666667,AUS,0
2021-01-01,50.416666666666664,97.5,22.916666666666664,70.0,92.91666666666667,DEU,0
2021-01-01,32.083333333333336,89.58333333333334,4.583333333333333,19.662921348314608,40.833333333333336,JPN,0
2021-01-01,29.166666666666668,94.16666666666667,57.91666666666667,39.166666666666664,91.25,GBR,0
2021-01-01,54.166666666666664,74.16666666666667,59.166666666666664,71.25,83.33333333333334,FRA,0
2021-02-01,70.41666666666667,45.83333333333333,7.5,15.833333333333332,0.8333333333333334,USA,0
2021-02-01,,84.16666666666667,0.0,3.75,68.33333333333333,CAN,0
2021-02-01,,19.166666666666668,0.8333333333333334,5.416666666666667,2.083333333333333,AUS,0
2021-02-01,60.416666666666664,95.83333333333334,15.0,65.83333333333333,89.58333333333334,DEU,0
2021-02-01,54.58333333333333,92.08333333333333,55.833333333333336,67.08333333333333,91.25,FRA,0
2021-02-01,28.749999999999996,87.91666666666667,0.0,14.52513966480447,46.666666666666664,JPN,0
2021-02-01,27.500000000000004,91.25,33.33333333333333,36.25,86.25,GBR,0
2021-03-01,,1.6666666666666667,0.0,15.416666666666668,3.3333333333333335,CAN,0
2021-03-01,77.91666666666667,0.0,6.25,12.916666666666668,0.0,USA,0
2021-03-01,37.916666666666664,49.583333333333336,18.333333333333332,43.75,5.833333333333333,GBR,0
2021-03-01,76.66666666666667,2.9166666666666665,31.25,62.083333333333336,0.4166666666666667,FRA,0
2021-03-01,70.83333333333334,29.583333333333332,2.9166666666666665,60.0,2.083333333333333,DEU,0
2021-03-01,,0.0,1.25,6.25,0.0,AUS,0
2021-03-01,33.75,82.91666666666667,0.0,16.11111111111111,42.083333333333336,JPN,0
2021-04-01,92.08333333333333,0.0,24.583333333333332,38.333333333333336,0.0,FRA,0
2021-04-01,91.66666666666666,0.8333333333333334,0.8333333333333334,24.583333333333332,0.0,DEU,0
2021-04-01,66.25,0.0,10.416666666666668,24.583333333333332,0.0,GBR,0
2021-04-01,95.41666666666667,0.0,4.166666666666666,2.5,0.0,USA,0
2021-04-01,,0.0,1.25,22.083333333333332,0.0,CAN,0
2021-04-01,,0.0,2.083333333333333,15.833333333333332,0.0,AUS,0
2021-04-01,5.416666666666667,29.583333333333332,0.0,92.26519337016575,0.0,JPN,0
2021-05-01,99.16666666666667,0.4166666666666667,9.166666666666666,0.8333333333333334,0.8333333333333334,USA,0
2021-05-01,,0.0,2.5,17.5,0.4166666666666667,AUS,0
2021-05-01,95.0,5.416666666666667,0.8333333333333334,10.833333333333334,0.4166666666666667,DEU,0
2021-05-01,,0.4166666666666667,0.4166666666666667,22.083333333333332,0.4166666666666667,CAN,0
2021-05-01,85.83333333333333,4.166666666666666,10.416666666666668,21.666666666666668,0.4166666666666667,GBR,0
2021-05-01,7.083333333333333,5.416666666666667,0.8333333333333334,89.01098901098901,0.0,JPN,0
2021-05-01,92.5,26.25,15.833333333333332,28.333333333333332,1.25,FRA,0
2021-06-01,97.5,17.916666666666668,0.8333333333333334,7.083333333333333,5.833333333333333,DEU,0
2021-06-01,85.83333333333333,31.666666666666664,12.083333333333334,28.333333333333332,9.166666666666666,GBR,0
2021-06-01,89.58333333333334,1.25,12.5,23.333333333333332,4.166666666666666,USA,0
2021-06-01,9.166666666666666,8.75,4.583333333333333,71.03825136612022,0.4166666666666667,JPN,0
2021-06-01,,0.8333333333333334,0.4166666666666667,24.583333333333332,5.0,CAN,0
2021-06-01,96.66666666666667,44.166666666666664,10.416666666666668,20.416666666666668,2.9166666666666665,FRA,0
2021-06-01,,0.8333333333333334,3.3333333333333335,22.083333333333332,2.083333333333333,AUS,0
2021-07-01,2.083333333333333,80.41666666666667,1.6666666666666667,92.91666666666667,95.0,DEU,0
2021-07-01,37.916666666666664,15.833333333333332,8.75,49.45652173913043,1.25,JPN,0
2021-07-01,68.75,57.91666666666667,13.750000000000002,55.833333333333336,67.08333333333333,GBR,0
2021-07-01,,1.6666666666666667,0.4166666666666667,29.166666666666668,9.583333333333334,CAN,0
2021-07-01,72.5,5.833333333333333,9.583333333333334,64.16666666666667,24.166666666666668,FRA,0
2021-07-01,,1.25,8.333333333333332,34.583333333333336,3.3333333333333335,AUS,0
2021-07-01,82.5,1.6666666666666667,19.166666666666668,35.833333333333336,14.166666666666666,USA,0
2021-08-01,,1.6666666666666667,17.083333333333332,41.66666666666667,2.5,AUS,0
2021-08-01,97.08333333333333,2.9166666666666665,12.083333333333334,34.166666666666664,32.083333333333336,FRA,0
2021-08-01,,2.5,3.3333333333333335,32.083333333333336,11.666666666666666,CAN,0
2021-08-01,37.916666666666664,40.833333333333336,17.916666666666668,47.02702702702703,11.666666666666666,JPN,0
2021-08-01,79.58333333333333,2.083333333333333,22.916666666666664,42.916666666666664,12.916666666666668,USA,0
2021-08-01,2.083333333333333,66.66666666666666,3.3333333333333335,97.5,92.5,DEU,0
2021-08-01,98.75,25.833333333333336,17.5,9.583333333333334,30.833333333333336,GBR,0
2021-09-01,78.75,7.916666666666666,27.083333333333332,40.416666666666664,21.25,USA,0
2021-09-01,,11.666666666666666,5.833333333333333,27.083333333333332,33.75,CAN,0
2021-09-01,37.916666666666664,70.83333333333334,31.666666666666664,34.40860215053764,80.0,JPN,0
2021-09-01,2.083333333333333,50.83333333333333,7.916666666666666,95.0,80.0,DEU,0
2021-09-01,99.58333333333333,2.5,14.166666666666666,0.8333333333333334,42.5,FRA,0
2021-09-01,92.08333333333333,49.583333333333336,24.583333333333332,25.833333333333336,85.0,GBR,0
2021-09-01,,2.083333333333333,29.583333333333332,33.75,5.416666666666667,AUS,0
2021-10-01,37.916666666666664,67.91666666666667,40.0,29.946524064171122,83.75,JPN,0
2021-10-01,99.16666666666667,27.500000000000004,20.0,1.25,72.08333333333333,FRA,0
2021-10-01,,4.166666666666666,42.916666666666664,17.916666666666668,47.5,AUS,0
2021-10-01,,4.583333333333333,9.166666666666666,22.5,19.166666666666668,CAN,0
2021-10-01,82.08333333333333,9.583333333333334,27.916666666666668,28.333333333333332,13.750000000000002,USA,0
2021-10-01,91.25,52.083333333333336,33.33333333333333,25.833333333333336,91.66666666666666,GBR,0
2021-10-01,1.6666666666666667,69.58333333333333,16.666666666666664,94.58333333333333,92.08333333333333,DEU,0
2021-11-01,,4.166666666666666,50.0,17.916666666666668,69.16666666666667,AUS,0
2021-11-01,82.91666666666667,5.0,27.500000000000004,27.916666666666668,8.75,USA,0
2021-11-01,,10.416666666666668,10.416666666666668,20.416666666666668,38.75,CAN,0
2021-11-01,95.83333333333334,26.666666666666668,22.083333333333332,29.583333333333332,50.0,FRA,0
2021-11-01,99.16666666666667,36.666666666666664,46.25,5.833333333333333,76.66666666666667,GBR,0
2021-11-01,0.0,44.583333333333336,21.666666666666668,100.0,75.83333333333333,DEU,0
2021-11-01,37.916666666666664,55.00000000000001,39.166666666666664,35.1063829787234,27.083333333333332,JPN,0
2021-12-01,81.25,13.750000000000002,30.0,37.083333333333336,28.333333333333332,USA,0
2021-12-01,2.083333333333333,81.66666666666667,30.416666666666664,97.91666666666666,95.41666666666667,DEU,0
2021-12-01,0.0,24.166666666666668,25.0,100.0,30.416666666666664,FRA,0
2021-12-01,96.66666666666667,48.75,60.416666666666664,20.416666666666668,90.83333333333333,GBR,0
2021-12-01,,5.416666666666667,14.166666666666666,23.75,41.25,CAN,0
2021-12-01,37.916666666666664,38.333333333333336,34.583333333333336,53.43915343915344,47.5,JPN,0
2021-12-01,,5.0,48.75,28.333333333333332,80.0,AUS,0
2022-01-01,79.58333333333333,19.166666666666668,27.083333333333332,54.166666666666664,50.83333333333333,FRA,0
2022-01-01,81.25,28.333333333333332,35.833333333333336,29.166666666666668,40.833333333333336,USA,0
2022-01-01,37.916666666666664,74.58333333333333,32.083333333333336,37.89473684210527,74.16666666666667,JPN,0
2022-01-01,,9.583333333333334,42.5,17.916666666666668,87.91666666666667,AUS,0
2022-01-01,89.58333333333334,19.583333333333332,35.41666666666667,37.083333333333336,42.5,DEU,0
2022-01-01,,7.083333333333333,16.25,25.416666666666664,40.833333333333336,CAN,0
2022-01-01,94.58333333333333,40.0,74.16666666666667,45.0,81.66666666666667,GBR,0
2022-02-01,83.75,7.5,30.416666666666664,41.66666666666667,26.25,FRA,0
2022-02-01,86.66666666666667,16.666666666666664,43.75,27.500000000000004,39.58333333333333,DEU,0
2022-02-01,80.0,10.833333333333334,48.333333333333336,39.58333333333333,14.583333333333334,USA,0
2022-02-01,,5.0,24.583333333333332,24.166666666666668,29.166666666666668,CAN,0
2022-02-01,,8.333333333333332,36.666666666666664,14.583333333333334,65.41666666666667,AUS,0
2022-02-01,98.75,35.41666666666667,79.58333333333333,34.583333333333336,72.91666666666666,GBR,0
2022-02-01,37.916666666666664,69.16666666666667,37.916666666666664,35.602094240837694,60.416666666666664,JPN,0
2022-03-01,75.41666666666667,19.583333333333332,43.75,43.75,48.333333333333336,FRA,0
2022-03-01,,14.166666666666666,37.916666666666664,26.25,32.5,CAN,0
2022-03-01,88.33333333333333,29.166666666666668,53.75,22.916666666666664,84.16666666666667,DEU,0
2022-03-01,94.58333333333333,37.916666666666664,85.83333333333333,70.0,70.0,GBR,0
2022-03-01,75.0,60.83333333333333,62.5,62.916666666666664,82.91666666666667,USA,0
2022-03-01,,24.166666666666668,28.333333333333332,10.416666666666668,89.58333333333334,AUS,0
2022-03-01,37.916666666666664,72.5,44.166666666666664,38.02083333333333,50.83333333333333,JPN,0
2022-04-01,37.916666666666664,70.83333333333334,50.0,35.751295336787564,78.33333333333333,JPN,0
2022-04-01,,4.166666666666666,53.333333333333336,43.75,15.0,CAN,0
2022-04-01,74.16666666666667,29.583333333333332,55.00000000000001,23.333333333333332,56.25,FRA,0
2022-04-01,87.5,25.833333333333336,61.66666666666667,12.083333333333334,75.83333333333333,DEU,0
2022-04-01,70.41666666666667,57.91666666666667,70.83333333333334,57.08333333333333,80.41666666666667,USA,0
2022-04-01,,30.0,22.5,12.083333333333334,92.08333333333333,AUS,0
2022-04-01,87.08333333333333,50.0,88.33333333333333,84.58333333333333,90.0,GBR,0
2022-05-01,37.916666666666664,80.83333333333333,55.00000000000001,31.958762886597935,88.75,JPN,0
2022-05-01,79.16666666666666,43.75,89.58333333333334,98.33333333333333,73.75,GBR,0
2022-05-01,,38.75,21.666666666666668,44.583333333333336,84.16666666666667,AUS,0
2022-05-01,,8.75,72.91666666666666,70.41666666666667,43.333333333333336,CAN,0
2022-05-01,68.75,57.08333333333333,77.08333333333334,73.75,77.5,USA,0
2022-05-01,73.33333333333333,28.749999999999996,61.66666666666667,22.5,34.166666666666664,FRA,0
2022-05-01,87.5,23.75,67.91666666666667,12.083333333333334,55.41666666666667,DEU,0
2022-06-01,74.16666666666667,44.166666666666664,63.33333333333333,17.5,52.083333333333336,FRA,0
2022-06-01,67.08333333333333,55.41666666666667,82.08333333333333,83.33333333333334,78.33333333333333,USA,0
2022-06-01,37.916666666666664,66.66666666666666,60.416666666666664,85.64102564102564,70.83333333333334,JPN,0
2022-06-01,,24.583333333333332,25.0,74.58333333333333,81.25,AUS,0
2022-06-01,,13.333333333333334,83.75,87.08333333333333,45.0,CAN,0
2022-06-01,75.83333333333333,39.58333333333333,90.0,98.33333333333333,70.0,GBR,0
2022-06-01,83.75,33.75,75.0,11.25,72.5,DEU,0
2022-07-01,76.66666666666667,34.166666666666664,80.41666666666667,64.58333333333334,67.91666666666667,DEU,0
2022-07-01,79.16666666666666,34.166666666666664,64.58333333333334,64.58333333333334,52.083333333333336,FRA,0
2022-07-01,,13.333333333333334,90.0,100.0,29.166666666666668,CAN,0
2022-07-01,83.75,44.166666666666664,89.58333333333334,99.58333333333333,73.75,GBR,0
2022-07-01,,28.749999999999996,35.0,97.5,81.25,AUS,0
2022-07-01,65.41666666666667,52.916666666666664,85.0,99.16666666666667,66.25,USA,0
2022-07-01,37.916666666666664,69.58333333333333,62.5,61.224489795918366,73.75,JPN,0
2022-08-01,70.0,17.916666666666668,65.83333333333333,90.83333333333333,28.749999999999996,FRA,0
2022-08-01,76.66666666666667,26.25,84.16666666666667,93.33333333333333,28.333333333333332,DEU,0
2022-08-01,65.0,60.416666666666664,85.83333333333333,99.16666666666667,68.33333333333333,USA,0
2022-08-01,,25.416666666666664,90.83333333333333,100.0,37.083333333333336,CAN,0
2022-08-01,,10.0,46.25,98.75,32.5,AUS,0
2022-08-01,37.916666666666664,27.500000000000004,66.66666666666666,63.45177664974619,11.666666666666666,JPN,0
2022-08-01,67.5,47.083333333333336,87.5,100.0,65.83333333333333,GBR,0
2022-09-01,70.41666666666667,62.916666666666664,86.25,99.58333333333333,82.91666666666667,GBR,0
2022-09-01,67.5,27.916666666666668,66.66666666666666,98.75,37.916666666666664,FRA,0
2022-09-01,79.16666666666666,26.25,84.58333333333333,98.75,16.25,DEU,0
2022-09-01,,22.5,91.25,100.0,27.500000000000004,CAN,0
2022-09-01,37.916666666666664,50.0,70.0,61.61616161616161,10.416666666666668,JPN,0
2022-09-01,,18.333333333333332,62.916666666666664,99.58333333333333,50.83333333333333,AUS,0
2022-09-01,63.74999999999999,70.0,85.83333333333333,99.16666666666667,75.83333333333333,USA,0
2022-10-01,77.91666666666667,37.5,81.25,98.75,59.583333333333336,DEU,1
2022-10-01,,8.75,81.25,99.16666666666667,52.916666666666664,AUS,0
2022-10-01,57.49999999999999,70.83333333333334,85.41666666666666,99.16666666666667,77.91666666666667,USA,0
2022-10-01,37.916666666666664,60.83333333333333,74.16666666666667,58.291457286432156,19.583333333333332,JPN,0
2022-10-01,,39.166666666666664,90.83333333333333,100.0,50.416666666666664,CAN,0
2022-10-01,65.83333333333333,57.08333333333333,67.08333333333333,99.16666666666667,63.74999999999999,FRA,0
2022-10-01,62.5,63.74999999999999,84.16666666666667,99.58333333333333,73.33333333333333,GBR,0
2022-11-01,64.58333333333334,49.166666666666664,67.5,99.16666666666667,47.5,FRA,0
2022-11-01,,10.833333333333334,89.16666666666667,99.58333333333333,35.0,AUS,0
2022-11-01,37.916666666666664,68.75,76.25,54.50000000000001,72.5,JPN,0
